service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2020-05-17,U,119698,40451,160149,2020,5,6,2020,138,60144.0,43773.0,77935.0,72131.28571428571,71795.1
2020-05-18,W,242568,80822,323390,2020,5,0,2020,139,40451.0,77650.0,58347.0,71656.71428571429,70545.63333333333
2020-05-19,W,228412,79752,308164,2020,5,1,2020,140,80822.0,81217.0,47512.0,72109.85714285714,71294.8
2020-05-20,W,253916,85596,339512,2020,5,2,2020,141,79752.0,83529.0,79017.0,71900.57142857143,72369.46666666666
2020-05-21,W,244336,85164,329500,2020,5,3,2020,142,85596.0,76152.0,77886.0,72195.85714285714,72588.76666666666
2020-05-22,W,255894,86436,342330,2020,5,4,2020,143,85164.0,82454.0,77822.0,73483.28571428571,72831.36666666667
2020-05-23,A,198708,59164,257872,2020,5,5,2020,144,86436.0,60144.0,77918.0,74052.14285714286,73118.5
2020-05-24,U,171095,53281,224376,2020,5,6,2020,145,59164.0,40451.0,78966.0,73912.14285714286,72493.36666666667
2020-05-25,U,170039,52921,222960,2020,5,0,2020,146,53281.0,80822.0,51764.0,75745.0,71637.2
2020-05-26,W,260758,84940,345698,2020,5,1,2020,147,52921.0,79752.0,47350.0,71759.14285714286,71675.76666666666
2020-05-27,W,258713,86518,345231,2020,5,2,2020,148,84940.0,85596.0,77830.0,72500.28571428571,72928.76666666666
2020-05-28,W,250675,86579,337254,2020,5,3,2020,149,86518.0,85164.0,79284.0,72632.0,73218.36666666667
2020-05-29,W,265087,92565,357652,2020,5,4,2020,150,86579.0,86436.0,74942.0,72834.14285714286,73461.53333333334
2020-05-30,A,210004,69848,279852,2020,5,5,2020,151,92565.0,59164.0,79783.0,73709.71428571429,74048.96666666666
2020-05-31,U,86503,23544,110047,2020,5,6,2020,152,69848.0,53281.0,89139.0,75236.0,73717.8
2020-06-01,W,146931,27517,174448,2020,6,0,2020,153,23544.0,52921.0,59142.0,70987.85714285714,71531.3
2020-06-02,W,154414,31544,185958,2020,6,1,2020,154,27517.0,84940.0,49160.0,67358.71428571429,70477.13333333333
2020-06-03,W,207502,68423,275925,2020,6,2,2020,155,31544.0,86518.0,79706.0,59730.71428571428,69889.93333333333
2020-06-04,W,236590,83605,320195,2020,6,3,2020,156,68423.0,86579.0,77485.0,57145.71428571428,69513.83333333333
2020-06-05,W,252137,90734,342871,2020,6,4,2020,157,83605.0,92565.0,82526.0,56720.857142857145,69717.83333333333
2020-06-06,A,184406,69622,254028,2020,6,5,2020,158,90734.0,69848.0,83941.0,56459.28571428572,69991.43333333333
2020-06-07,U,143697,53232,196929,2020,6,6,2020,159,69622.0,23544.0,82107.0,56427.0,69514.13333333333
2020-06-08,W,263520,100516,364036,2020,6,0,2020,160,53232.0,27517.0,59372.0,60668.142857142855,68551.63333333333
2020-06-09,W,245154,98717,343871,2020,6,1,2020,161,100516.0,31544.0,43773.0,71096.57142857143,69923.1
2020-06-10,W,258523,101685,360208,2020,6,2,2020,162,98717.0,68423.0,77650.0,80692.71428571429,71754.56666666667
2020-06-11,W,282597,110709,393306,2020,6,3,2020,163,101685.0,83605.0,81217.0,85444.42857142857,72555.73333333334
2020-06-12,W,276051,113656,389707,2020,6,4,2020,164,110709.0,90734.0,83529.0,89316.42857142857,73538.8
2020-06-13,A,206386,81727,288113,2020,6,5,2020,165,113656.0,69622.0,76152.0,92591.0,74543.03333333334
2020-06-14,U,165299,66384,231683,2020,6,6,2020,166,81727.0,53232.0,82454.0,94320.28571428571,74728.86666666667
2020-06-15,W,294517,111956,406473,2020,6,0,2020,167,66384.0,100516.0,60144.0,96199.14285714286,74193.2
2020-06-16,W,301881,114566,416447,2020,6,1,2020,168,111956.0,98717.0,40451.0,97833.42857142857,75920.26666666666
2020-06-17,W,306380,117798,424178,2020,6,2,2020,169,114566.0,101685.0,80822.0,100097.57142857143,78390.76666666666
2020-06-18,W,305028,119506,424534,2020,6,3,2020,170,117798.0,110709.0,79752.0,102399.42857142857,79623.3
2020-06-19,W,303502,125162,428664,2020,6,4,2020,171,119506.0,113656.0,85596.0,103656.14285714286,80948.43333333333
2020-06-20,A,221620,81634,303254,2020,6,5,2020,172,125162.0,81727.0,85164.0,105299.85714285714,82267.3
2020-06-21,U,165913,70884,236797,2020,6,6,2020,173,81634.0,66384.0,86436.0,105286.57142857143,82149.63333333333
2020-06-22,W,260524,114622,375146,2020,6,0,2020,174,70884.0,111956.0,59164.0,105929.42857142857,81631.23333333334
2020-06-23,W,299680,131100,430780,2020,6,1,2020,175,114622.0,114566.0,53281.0,106310.28571428571,83479.83333333333
2020-06-24,W,286680,133015,419695,2020,6,2,2020,176,131100.0,117798.0,52921.0,108672.28571428571,86073.8
2020-06-25,W,304522,139288,443810,2020,6,3,2020,177,133015.0,119506.0,84940.0,110846.14285714286,88743.6
2020-06-26,W,275240,130402,405642,2020,6,4,2020,178,139288.0,125162.0,86518.0,113672.14285714286,90555.2
2020-06-27,A,233358,106092,339450,2020,6,5,2020,179,130402.0,81634.0,86579.0,114420.71428571429,92018.0
2020-06-28,U,171693,86966,258659,2020,6,6,2020,180,106092.0,70884.0,92565.0,117914.71428571429,92668.43333333333
2020-06-29,W,279383,133291,412674,2020,6,0,2020,181,86966.0,114622.0,69848.0,120212.14285714286,92481.8
2020-06-30,W,298563,140782,439345,2020,6,1,2020,182,133291.0,131100.0,23544.0,122879.14285714286,94596.56666666667
2020-07-01,W,327984,148683,476667,2020,7,2,2020,183,140782.0,133015.0,27517.0,124262.28571428571,98504.5
2020-07-02,W,320859,149071,469930,2020,7,3,2020,184,148683.0,139288.0,31544.0,126500.57142857143,102543.36666666667
2020-07-03,U,272940,127079,400019,2020,7,4,2020,185,149071.0,130402.0,68423.0,127898.14285714286,106460.93333333333
2020-07-04,A,188378,94601,282979,2020,7,5,2020,186,127079.0,106092.0,83605.0,127423.42857142857,108416.13333333333
2020-07-05,U,166998,84977,251975,2020,7,6,2020,187,94601.0,86966.0,90734.0,125781.85714285714,108782.66666666667
2020-07-06,W,301317,143054,444371,2020,7,0,2020,188,84977.0,133291.0,69622.0,125497.71428571429,108590.76666666666
2020-07-07,W,300508,147310,447818,2020,7,1,2020,189,143054.0,140782.0,53232.0,126892.42857142857,111038.5
2020-07-08,W,301892,149845,451737,2020,7,2,2020,190,147310.0,148683.0,100516.0,127825.0,114174.43333333333
2020-07-09,W,301260,149971,451231,2020,7,3,2020,191,149845.0,149071.0,98717.0,127991.0,115818.73333333334
2020-07-10,W,312226,155529,467755,2020,7,4,2020,192,149971.0,127079.0,101685.0,128119.57142857143,117527.2
2020-07-11,A,233152,112641,345793,2020,7,5,2020,193,155529.0,94601.0,110709.0,132183.85714285713,119322.0
2020-07-12,U,174761,90382,265143,2020,7,6,2020,194,112641.0,84977.0,113656.0,134761.0,119386.4
2020-07-13,W,309700,149117,458817,2020,7,0,2020,195,90382.0,143054.0,81727.0,135533.14285714287,118610.6
2020-07-14,W,312379,152758,465137,2020,7,1,2020,196,149117.0,147310.0,66384.0,136399.2857142857,120856.93333333333
2020-07-15,W,295648,147794,443442,2020,7,2,2020,197,152758.0,149845.0,111956.0,137177.57142857142,123736.06666666667
2020-07-16,W,306288,154912,461200,2020,7,3,2020,198,147794.0,149971.0,114566.0,136884.57142857142,124930.66666666667
2020-07-17,W,315882,161335,477217,2020,7,4,2020,199,154912.0,155529.0,117798.0,137590.42857142858,126275.53333333334
2020-07-18,A,219217,109549,328766,2020,7,5,2020,200,161335.0,112641.0,119506.0,138419.85714285713,127726.76666666666
2020-07-19,U,148461,80714,229175,2020,7,6,2020,201,109549.0,90382.0,125162.0,137978.14285714287,127394.86666666667
2020-07-20,W,307261,149404,456665,2020,7,0,2020,202,80714.0,149117.0,81634.0,136597.0,125913.26666666666
2020-07-21,W,297659,148632,446291,2020,7,1,2020,203,149404.0,152758.0,70884.0,136638.0,128172.26666666666
2020-07-22,W,306629,152652,459281,2020,7,2,2020,204,148632.0,147794.0,114622.0,136048.57142857142,130763.86666666667
2020-07-23,W,315401,156970,472371,2020,7,3,2020,205,152652.0,154912.0,131100.0,136742.57142857142,132031.53333333333
2020-07-24,W,318269,161024,479293,2020,7,4,2020,206,156970.0,161335.0,133015.0,137036.57142857142,132893.86666666667
2020-07-25,A,228619,116404,345023,2020,7,5,2020,207,161024.0,109549.0,139288.0,136992.14285714287,133827.5
2020-07-26,U,163332,90069,253401,2020,7,6,2020,208,116404.0,80714.0,130402.0,137971.42857142858,133064.7
2020-07-27,W,295579,144168,439747,2020,7,0,2020,209,90069.0,149404.0,106092.0,139307.85714285713,131720.26666666666
2020-07-28,W,314899,153221,468120,2020,7,1,2020,210,144168.0,148632.0,86966.0,138559.85714285713,132989.46666666667
2020-07-29,W,305332,152279,457611,2020,7,2,2020,211,153221.0,152652.0,133291.0,139215.42857142858,135197.96666666667
2020-07-30,W,307576,156312,463888,2020,7,3,2020,212,152279.0,156970.0,140782.0,139162.14285714287,135830.9
2020-07-31,W,338021,164604,502625,2020,7,4,2020,213,156312.0,161024.0,148683.0,139068.14285714287,136348.56666666668
2020-08-01,A,235944,117414,353358,2020,8,5,2020,214,164604.0,116404.0,149071.0,139579.57142857142,136879.26666666666
2020-08-02,U,169536,89199,258735,2020,8,6,2020,215,117414.0,90069.0,127079.0,139723.85714285713,135824.03333333333
2020-08-03,W,324028,152552,476580,2020,8,0,2020,216,89199.0,144168.0,94601.0,139599.57142857142,134561.36666666667
2020-08-04,W,326128,157759,483887,2020,8,1,2020,217,152552.0,153221.0,84977.0,140797.2857142857,136493.06666666668
2020-08-05,W,319021,157695,476716,2020,8,2,2020,218,157759.0,152279.0,143054.0,141445.57142857142,138919.13333333333
2020-08-06,W,320751,159609,480360,2020,8,3,2020,219,157695.0,156312.0,147310.0,142219.2857142857,139407.16666666666
2020-08-07,W,326107,164886,490993,2020,8,4,2020,220,159609.0,164604.0,149845.0,142690.2857142857,139817.13333333333
2020-08-08,A,232723,118676,351399,2020,8,5,2020,221,164886.0,117414.0,149971.0,142730.57142857142,140318.5
2020-08-09,U,175080,93832,268912,2020,8,6,2020,222,118676.0,89199.0,155529.0,142910.85714285713,139275.33333333334
2020-08-10,W,250672,96642,347314,2020,8,0,2020,223,93832.0,152552.0,112641.0,143572.7142857143,137218.76666666666
2020-08-11,W,309009,138581,447590,2020,8,1,2020,224,96642.0,157759.0,90382.0,135585.57142857142,136685.46666666667
2020-08-12,W,313739,146680,460419,2020,8,2,2020,225,138581.0,157695.0,149117.0,132845.85714285713,138292.1
2020-08-13,W,313917,150941,464858,2020,8,3,2020,226,146680.0,159609.0,152758.0,131272.2857142857,138210.86666666667
2020-08-14,W,315311,155653,470964,2020,8,4,2020,227,150941.0,164886.0,147794.0,130034.0,138150.3
2020-08-15,A,215071,107720,322791,2020,8,5,2020,228,155653.0,118676.0,154912.0,128715.0,138412.26666666666
2020-08-16,U,172492,89599,262091,2020,8,6,2020,229,107720.0,93832.0,161335.0,127149.85714285714,136839.2
2020-08-17,W,304431,147684,452115,2020,8,0,2020,230,89599.0,96642.0,109549.0,126545.14285714286,134448.0
2020-08-18,W,313038,155406,468444,2020,8,1,2020,231,147684.0,138581.0,80714.0,133836.85714285713,135719.16666666666
2020-08-19,W,317835,158653,476488,2020,8,2,2020,232,155406.0,146680.0,149404.0,136240.42857142858,138208.9
2020-08-20,W,317199,160843,478042,2020,8,3,2020,233,158653.0,150941.0,148632.0,137950.85714285713,138517.2
2020-08-21,W,322563,165104,487667,2020,8,4,2020,234,160843.0,155653.0,152652.0,139365.42857142858,138924.23333333334
2020-08-22,A,229626,119732,349358,2020,8,5,2020,235,165104.0,107720.0,156970.0,140715.57142857142,139339.3
2020-08-23,U,167737,93123,260860,2020,8,6,2020,236,119732.0,89599.0,161024.0,142431.57142857142,138098.03333333333
2020-08-24,W,295919,152126,448045,2020,8,0,2020,237,93123.0,147684.0,116404.0,142935.0,135834.66666666666
2020-08-25,W,306720,156020,462740,2020,8,1,2020,238,152126.0,155406.0,90069.0,143569.57142857142,137025.4
2020-08-26,W,311882,158419,470301,2020,8,2,2020,239,156020.0,158653.0,144168.0,143657.2857142857,139223.76666666666
2020-08-27,W,307570,159603,467173,2020,8,3,2020,240,158419.0,160843.0,153221.0,143623.85714285713,139698.8
2020-08-28,W,313712,163890,477602,2020,8,4,2020,241,159603.0,165104.0,152279.0,143446.7142857143,139911.53333333333
2020-08-29,A,228415,120335,348750,2020,8,5,2020,242,163890.0,119732.0,156312.0,143273.2857142857,140298.56666666668
2020-08-30,U,172100,96089,268189,2020,8,6,2020,243,120335.0,93123.0,164604.0,143359.42857142858,139099.33333333334
2020-08-31,W,312659,156093,468752,2020,8,0,2020,244,96089.0,152126.0,117414.0,143783.14285714287,136815.5
2020-09-01,W,320186,157112,477298,2020,9,1,2020,245,156093.0,156020.0,89199.0,144349.85714285713,138104.8
2020-09-02,W,335025,167989,503014,2020,9,2,2020,246,157112.0,158419.0,152552.0,144505.85714285713,140368.56666666668
2020-09-03,W,347516,172408,519924,2020,9,3,2020,247,167989.0,159603.0,157759.0,145873.0,140883.13333333333
2020-09-04,W,339339,176834,516173,2020,9,4,2020,248,172408.0,163890.0,157695.0,147702.2857142857,141371.43333333332
2020-09-05,A,239660,134087,373747,2020,9,5,2020,249,176834.0,120335.0,159609.0,149551.42857142858,142009.4
2020-09-06,U,161152,98132,259284,2020,9,6,2020,250,134087.0,96089.0,164886.0,151516.0,141158.66666666666
2020-09-07,U,189391,104992,294383,2020,9,0,2020,251,98132.0,156093.0,118676.0,151807.85714285713,138933.53333333333
2020-09-08,W,288854,151558,440412,2020,9,1,2020,252,104992.0,157112.0,93832.0,144507.7142857143,138477.4
2020-09-09,W,318510,162823,481333,2020,9,2,2020,253,151558.0,167989.0,96642.0,143714.2857142857,140401.6
2020-09-10,W,320927,167696,488623,2020,9,3,2020,254,162823.0,172408.0,138581.0,142976.2857142857,142607.63333333333
2020-09-11,W,323815,172643,496458,2020,9,4,2020,255,167696.0,176834.0,146680.0,142303.14285714287,143578.13333333333
2020-09-12,A,213040,118325,331365,2020,9,5,2020,256,172643.0,134087.0,150941.0,141704.42857142858,144443.56666666668
2020-09-13,U,183881,104162,288043,2020,9,6,2020,257,118325.0,98132.0,155653.0,139452.7142857143,143356.36666666667
2020-09-14,W,314508,159479,473987,2020,9,0,2020,258,104162.0,104992.0,107720.0,140314.14285714287,141640.0
2020-09-15,W,323465,166872,490337,2020,9,1,2020,259,159479.0,151558.0,89599.0,148098.0,143365.3
2020-09-16,W,323500,171467,494967,2020,9,2,2020,260,166872.0,162823.0,147684.0,150285.7142857143,145941.06666666668
2020-09-17,W,322703,171455,494158,2020,9,3,2020,261,171467.0,167696.0,155406.0,151520.57142857142,146733.83333333334
2020-09-18,W,329339,179021,508360,2020,9,4,2020,262,171455.0,172643.0,158653.0,152057.57142857142,147268.8
2020-09-19,A,240028,135343,375371,2020,9,5,2020,263,179021.0,118325.0,160843.0,152968.7142857143,147947.73333333334
2020-09-20,U,175502,101785,277287,2020,9,6,2020,264,135343.0,104162.0,165104.0,155399.85714285713,147097.73333333334
2020-09-21,W,312717,160531,473248,2020,9,0,2020,265,101785.0,159479.0,119732.0,155060.2857142857,144987.1
2020-09-22,W,324554,166852,491406,2020,9,1,2020,266,160531.0,166872.0,93123.0,155210.57142857142,146347.06666666668
2020-09-23,W,326416,169407,495823,2020,9,2,2020,267,166852.0,171467.0,152126.0,155207.7142857143,148804.7
2020-09-24,W,321314,169953,491267,2020,9,3,2020,268,169407.0,171455.0,156020.0,154913.42857142858,149380.73333333334
2020-09-25,W,338121,180938,519059,2020,9,4,2020,269,169953.0,179021.0,158419.0,154698.85714285713,149845.16666666666
2020-09-26,A,239686,136388,376074,2020,9,5,2020,270,180938.0,135343.0,159603.0,154972.7142857143,150595.8
2020-09-27,U,176943,102308,279251,2020,9,6,2020,271,136388.0,101785.0,163890.0,155122.0,149821.96666666667
2020-09-28,W,299874,158980,458854,2020,9,0,2020,272,102308.0,160531.0,120335.0,155196.7142857143,147769.23333333334
2020-09-29,W,323062,167874,490936,2020,9,1,2020,273,158980.0,166852.0,96089.0,154975.14285714287,149057.4
2020-09-30,W,320186,169305,489491,2020,9,2,2020,274,167874.0,169407.0,156093.0,155121.14285714287,151450.23333333334
2020-10-01,W,336911,173387,510298,2020,10,3,2020,275,169305.0,169953.0,157112.0,155106.57142857142,151890.63333333333
2020-10-02,W,349664,182413,532077,2020,10,4,2020,276,173387.0,180938.0,167989.0,155597.14285714287,152433.13333333333
2020-10-03,A,241921,133772,375693,2020,10,5,2020,277,182413.0,136388.0,172408.0,155807.85714285713,152913.93333333332
2020-10-04,U,179954,100387,280341,2020,10,6,2020,278,133772.0,102308.0,176834.0,155434.14285714287,151626.06666666668
2020-10-05,W,326242,164517,490759,2020,10,0,2020,279,100387.0,158980.0,134087.0,155159.7142857143,149077.83333333334
2020-10-06,W,332474,168456,500930,2020,10,1,2020,280,164517.0,167874.0,98132.0,155950.7142857143,150092.16666666666
2020-10-07,W,333595,171757,505352,2020,10,2,2020,281,168456.0,169305.0,104992.0,156033.85714285713,152436.3
2020-10-08,W,334365,174469,508834,2020,10,3,2020,282,171757.0,173387.0,151558.0,156384.14285714287,154661.8
2020-10-09,W,335842,183544,519386,2020,10,4,2020,283,174469.0,182413.0,162823.0,156538.7142857143,155425.5
2020-10-10,A,248858,137846,386704,2020,10,5,2020,284,183544.0,133772.0,167696.0,156700.2857142857,156116.2
2020-10-11,U,181194,103244,284438,2020,10,6,2020,285,137846.0,100387.0,172643.0,157282.2857142857,155121.2
2020-10-12,W,271925,145635,417560,2020,10,0,2020,286,103244.0,164517.0,118325.0,157690.42857142858,152807.9
2020-10-13,W,334145,170998,505143,2020,10,1,2020,287,145635.0,168456.0,104162.0,154993.0,153718.23333333334
2020-10-14,W,334911,172419,507330,2020,10,2,2020,288,170998.0,171757.0,159479.0,155356.14285714287,155946.1
2020-10-15,W,323424,172888,496312,2020,10,3,2020,289,172419.0,174469.0,166872.0,155450.7142857143,156377.43333333332
2020-10-16,W,324544,178507,503051,2020,10,4,2020,290,172888.0,183544.0,171467.0,155224.85714285713,156577.96666666667
2020-10-17,A,231563,134238,365801,2020,10,5,2020,291,178507.0,137846.0,171455.0,154505.2857142857,156812.63333333333
2020-10-18,U,150496,92227,242723,2020,10,6,2020,292,134238.0,103244.0,179021.0,153989.85714285713,155572.06666666668
2020-10-19,W,300842,158006,458848,2020,10,0,2020,293,92227.0,145635.0,135343.0,152416.0,152678.93333333332
2020-10-20,W,310091,163811,473902,2020,10,1,2020,294,158006.0,170998.0,101785.0,154183.2857142857,153434.36666666667
2020-10-21,W,321256,167872,489128,2020,10,2,2020,295,163811.0,172419.0,160531.0,153156.57142857142,155501.9
2020-10-22,W,318012,168824,486836,2020,10,3,2020,296,167872.0,172888.0,166852.0,152507.0,155746.6
2020-10-23,W,288787,166459,455246,2020,10,4,2020,297,168824.0,178507.0,169407.0,151926.42857142858,155812.33333333334
2020-10-24,A,239353,132006,371359,2020,10,5,2020,298,166459.0,134238.0,169953.0,150205.2857142857,155714.06666666668
2020-10-25,U,160807,94731,255538,2020,10,6,2020,299,132006.0,92227.0,180938.0,149886.42857142858,154449.16666666666
2020-10-26,W,294204,155238,449442,2020,10,0,2020,300,94731.0,158006.0,136388.0,150244.14285714287,151575.6
2020-10-27,W,299100,158973,458073,2020,10,1,2020,301,155238.0,163811.0,102308.0,149848.7142857143,152203.93333333332
2020-10-28,W,318538,165838,484376,2020,10,2,2020,302,158973.0,167872.0,158980.0,149157.57142857142,154092.76666666666
2020-10-29,W,304342,165360,469702,2020,10,3,2020,303,165838.0,168824.0,167874.0,148867.0,154321.36666666667
2020-10-30,W,334559,172445,507004,2020,10,4,2020,304,165360.0,166459.0,169305.0,148372.14285714287,154237.56666666668
2020-10-31,A,224885,120080,344965,2020,10,5,2020,305,172445.0,132006.0,173387.0,149227.2857142857,154342.23333333334
2020-11-01,U,149896,85934,235830,2020,11,6,2020,306,120080.0,94731.0,182413.0,147523.57142857142,152565.33333333334
2020-11-02,W,301558,154284,455842,2020,11,0,2020,307,85934.0,155238.0,133772.0,146266.85714285713,149349.36666666667
2020-11-03,W,317723,149741,467464,2020,11,1,2020,308,154284.0,158973.0,100387.0,146130.57142857142,150033.1
2020-11-04,W,306904,151147,458051,2020,11,2,2020,309,149741.0,165838.0,164517.0,144811.7142857143,151678.23333333334
2020-11-05,W,311836,158434,470270,2020,11,3,2020,310,151147.0,165360.0,168456.0,142713.0,151232.56666666668
2020-11-06,W,318896,167110,486006,2020,11,4,2020,311,158434.0,172445.0,171757.0,141723.57142857142,150898.5
